,open,high,low,close,adjclose,volume,ticker
2010-01-04,7.622499942779541,7.660714149475098,7.585000038146973,7.643214225769043,6.535084247589111,493729600,AAPL
2010-01-05,7.664286136627197,7.699643135070801,7.6160712242126465,7.656428813934326,6.546385288238525,601904800,AAPL
2010-01-06,7.656428813934326,7.68678617477417,7.526785850524902,7.534643173217773,6.442255020141602,552160000,AAPL
2010-01-07,7.5625,7.5714287757873535,7.466071128845215,7.520713806152344,6.430345058441162,477131200,AAPL
2010-01-08,7.510714054107666,7.5714287757873535,7.466429233551025,7.570713996887207,6.473097324371338,447610800,AAPL
2010-01-11,7.599999904632568,7.607142925262451,7.444643020629883,7.503929138183594,6.415995121002197,462229600,AAPL
2010-01-12,7.471070766448975,7.491786003112793,7.372142791748047,7.4185709953308105,6.343009948730469,594459600,AAPL
2010-01-13,7.423929214477539,7.533214092254639,7.289286136627197,7.523213863372803,6.43248176574707,605892000,AAPL
2010-01-14,7.503929138183594,7.5164289474487305,7.465000152587891,7.479642868041992,6.395228862762451,432894000,AAPL
2010-01-15,7.533214092254639,7.557143211364746,7.352499961853027,7.354642868041992,6.288350582122803,594067600,AAPL
2010-01-19,7.440357208251953,7.685357093811035,7.401429176330566,7.679999828338623,6.566537380218506,730007600,AAPL
2010-01-20,7.675356864929199,7.698214054107666,7.482142925262451,7.56178617477417,6.465461730957031,612152800,AAPL
2010-01-21,7.574285984039307,7.618214130401611,7.400356769561768,7.431070804595947,6.353698253631592,608154400,AAPL
2010-01-22,7.385000228881836,7.410714149475098,7.041429042816162,7.0625,6.038562297821045,881767600,AAPL
2010-01-25,7.232500076293945,7.310713768005371,7.1496429443359375,7.252500057220459,6.2010178565979,1065699600,AAPL
2010-01-26,7.3553571701049805,7.632500171661377,7.235000133514404,7.355000019073486,6.2886576652526855,1867110000,AAPL
2010-01-27,7.387499809265137,7.520713806152344,7.126070976257324,7.424285888671875,6.347897052764893,1722568400,AAPL
2010-01-28,7.318929195404053,7.339285850524902,7.096428871154785,7.117499828338623,6.08558988571167,1173502400,AAPL
2010-01-29,7.181428909301758,7.221428871154785,6.794642925262451,6.859285831451416,5.864812850952148,1245952400,AAPL
2010-02-01,6.870357036590576,7.0,6.8321428298950195,6.9546427726745605,5.94634485244751,749876400,AAPL
2010-02-02,6.996786117553711,7.0114288330078125,6.906428813934326,6.994999885559082,5.980851173400879,698342400,AAPL
2010-02-03,6.9703569412231445,7.150000095367432,6.943571090698242,7.115356922149658,6.083755970001221,615328000,AAPL
2010-02-04,7.026071071624756,7.0846428871154785,6.841785907745361,6.85892915725708,5.86450719833374,757652000,AAPL
2010-02-05,6.879642963409424,7.0,6.816071033477783,6.980713844299316,5.968635082244873,850306800,AAPL
2010-02-08,6.98892879486084,7.067142963409424,6.9285712242126465,6.932857036590576,5.9277167320251465,478270800,AAPL
2010-02-09,7.014999866485596,7.0535712242126465,6.955357074737549,7.006785869598389,5.990926742553711,632886800,AAPL
2010-02-10,6.996070861816406,7.021429061889648,6.937857151031494,6.968571186065674,5.958252906799316,370361600,AAPL
2010-02-11,6.960000038146973,7.1339287757873535,6.930714130401611,7.0953569412231445,6.066657543182373,550345600,AAPL
2010-02-12,7.075356960296631,7.2014288902282715,6.982142925262451,7.156428813934326,6.118875503540039,655468800,AAPL
2010-02-16,7.2121429443359375,7.2746429443359375,7.197143077850342,7.264286041259766,6.211094379425049,543737600,AAPL
2010-02-17,7.292500019073486,7.296785831451416,7.1735711097717285,7.23392915725708,6.185139179229736,436396800,AAPL
2010-02-18,7.201070785522461,7.28178596496582,7.175714015960693,7.247499942779541,6.196741104125977,422825200,AAPL
2010-02-19,7.209286212921143,7.257143020629883,7.182499885559082,7.202499866485596,6.158267974853516,415469600,AAPL
2010-02-22,7.226428985595703,7.232142925262451,7.11392879486084,7.1578569412231445,6.120096206665039,390563600,AAPL
2010-02-23,7.142857074737549,7.190357208251953,6.989643096923828,7.0378570556640625,6.017492771148682,575094800,AAPL
2010-02-24,7.0796427726745605,7.194285869598389,7.065713882446289,7.166429042816162,6.127425670623779,460566400,AAPL
2010-02-25,7.049285888671875,7.244999885559082,7.03178596496582,7.214285850524902,6.1683430671691895,665126000,AAPL
2010-02-26,7.2278571128845215,7.327499866485596,7.214285850524902,7.307857036590576,6.248349189758301,507460800,AAPL
2010-03-01,7.348214149475098,7.482142925262451,7.337500095367432,7.463929176330566,6.381793022155762,550093600,AAPL
2010-03-02,7.497499942779541,7.5296430587768555,7.419285774230957,7.458929061889648,6.377517223358154,566546400,AAPL
2010-03-03,7.4621429443359375,7.495357036590576,7.42642879486084,7.476070880889893,6.392175674438477,372052800,AAPL
2010-03-04,7.474286079406738,7.5328569412231445,7.451070785522461,7.525356769561768,6.4343156814575195,366041200,AAPL
2010-03-05,7.67642879486084,7.846428871154785,7.6653571128845215,7.819643020629883,6.685934543609619,899620400,AAPL
2010-03-08,7.857500076293945,7.86035680770874,7.794642925262451,7.824285984039307,6.68990421295166,429889600,AAPL
2010-03-09,7.796785831451416,8.035714149475098,7.78178596496582,7.965000152587891,6.810217380523682,920259200,AAPL
2010-03-10,7.993928909301758,8.052857398986816,7.971428871154785,8.029999732971191,6.865793704986572,596218000,AAPL
2010-03-11,7.996786117553711,8.053570747375488,7.975714206695557,8.053570747375488,6.885947227478027,405700400,AAPL
2010-03-12,8.120356559753418,8.133213996887207,8.0625,8.092857360839844,6.919538497924805,416323600,AAPL
2010-03-15,8.049285888671875,8.053570747375488,7.8660712242126465,7.994286060333252,6.835257530212402,493502800,AAPL
2010-03-16,8.006428718566895,8.03499984741211,7.946785926818848,8.016071319580078,6.853885650634766,446908000,AAPL
2010-03-17,8.032142639160156,8.087499618530273,7.973928928375244,8.00428581237793,6.843808650970459,450956800,AAPL
2010-03-18,8.003570556640625,8.035714149475098,7.950356960296631,8.023214340209961,6.859992504119873,342109600,AAPL
2010-03-19,8.028214454650879,8.044285774230957,7.901071071624756,7.9375,6.7867045402526855,559445600,AAPL
2010-03-22,7.873929023742676,8.071429252624512,7.862500190734863,8.026785850524902,6.8630452156066895,456419600,AAPL
2010-03-23,8.058570861816406,8.170714378356934,8.003570556640625,8.15571403503418,6.973281383514404,602431200,AAPL
2010-03-24,8.130000114440918,8.221428871154785,8.125356674194336,8.19178581237793,7.004123210906982,597780400,AAPL
2010-03-25,8.247142791748047,8.248929023742676,8.08035659790039,8.094642639160156,6.921065807342529,542284400,AAPL
2010-03-26,8.176786422729492,8.283928871154785,8.162500381469727,8.246429443359375,7.050844192504883,640875200,AAPL
2010-03-29,8.321429252624512,8.352499961853027,8.272143363952637,8.299642562866211,7.096344947814941,540744400,AAPL
2010-03-30,8.449999809265137,8.481429100036621,8.366070747375488,8.423213958740234,7.201997756958008,527310000,AAPL
2010-03-31,8.410357475280762,8.450357437133789,8.373571395874023,8.39285659790039,7.1760430335998535,430659600,AAPL
2010-04-01,8.478928565979004,8.526070594787598,8.3125,8.427499771118164,7.205662250518799,603145200,AAPL
2010-04-05,8.392143249511719,8.518214225769043,8.384642601013184,8.517499923706055,7.282615661621094,684507600,AAPL
2010-04-06,8.507143020629883,8.579999923706055,8.464285850524902,8.555000305175781,7.314678192138672,447017200,AAPL
2010-04-07,8.555356979370117,8.640000343322754,8.523571014404297,8.592857360839844,7.347047805786133,628502000,AAPL
2010-04-08,8.587142944335938,8.626428604125977,8.501428604125977,8.569643020629883,7.327198028564453,572989200,AAPL
2010-04-09,8.6225004196167,8.63892936706543,8.587857246398926,8.635356903076172,7.383386611938477,334182800,AAPL
2010-04-12,8.649999618530273,8.681071281433105,8.63607120513916,8.653214454650879,7.398655891418457,333026400,AAPL
2010-04-13,8.637857437133789,8.671428680419922,8.61107063293457,8.65821361541748,7.402929306030273,306210800,AAPL
2010-04-14,8.760000228881836,8.778928756713867,8.71678638458252,8.774642944335938,7.502477645874023,404076400,AAPL
2010-04-15,8.777856826782227,8.893928527832031,8.768214225769043,8.890000343322754,7.601108551025391,376784800,AAPL
2010-04-16,8.8774995803833,8.96928596496582,8.733928680419922,8.835714340209961,7.554693222045898,750545600,AAPL
2010-04-19,8.822500228881836,8.853214263916016,8.634642601013184,8.823928833007812,7.544615745544434,566924400,AAPL
2010-04-20,8.876428604125977,8.901785850524902,8.677143096923828,8.735357284545898,7.4688873291015625,738326400,AAPL
2010-04-21,9.242856979370117,9.29464340209961,9.133213996887207,9.257857322692871,7.915632724761963,982391200,AAPL
2010-04-22,9.222857475280762,9.526785850524902,9.149999618530273,9.516785621643066,8.137022972106934,793424800,AAPL
2010-04-23,9.571070671081543,9.72071361541748,9.535714149475098,9.672499656677246,8.270157814025879,796955600,AAPL
2010-04-26,9.710000038146973,9.730713844299316,9.578213691711426,9.625,8.229546546936035,479068800,AAPL
2010-04-27,9.545356750488281,9.565713882446289,9.304286003112793,9.35857105255127,8.001747131347656,709343600,AAPL
2010-04-28,9.401785850524902,9.428570747375488,9.157500267028809,9.342857360839844,7.988311767578125,758402400,AAPL
2010-04-29,9.393570899963379,9.64285659790039,9.357500076293945,9.59428596496582,8.203286170959473,558840800,AAPL
2010-04-30,9.618213653564453,9.663213729858398,9.321429252624512,9.3246431350708,7.972737789154053,542463600,AAPL
2010-05-03,9.422857284545898,9.567143440246582,9.388570785522461,9.512499809265137,8.1333589553833,454342000,AAPL
2010-05-04,9.38892936706543,9.403214454650879,9.16964340209961,9.238571166992188,7.899144172668457,723819600,AAPL
2010-05-05,9.036786079406738,9.21928596496582,8.883213996887207,9.142499923706055,7.8170013427734375,883103200,AAPL
2010-05-06,9.065357208251953,9.223214149475098,7.1160712242126465,8.79464340209961,7.519576072692871,1285860800,AAPL
2010-05-07,8.70392894744873,8.806071281433105,8.043213844299316,8.42357063293457,7.202305793762207,1676018400,AAPL
2010-05-10,8.9375,9.094642639160156,8.876070976257324,9.071070671081543,7.755929470062256,984306400,AAPL
2010-05-11,8.994285583496094,9.28178596496582,8.946429252624512,9.161429405212402,7.833184719085693,848906800,AAPL
2010-05-12,9.258570671081543,9.397500038146973,9.239286422729492,9.360357284545898,8.00327205657959,654379600,AAPL
2010-05-13,9.400713920593262,9.464285850524902,9.157142639160156,9.227143287658691,7.8893723487854,599712400,AAPL
2010-05-14,9.1128568649292,9.15999984741211,8.910714149475098,9.0649995803833,7.75073766708374,759362800,AAPL
2010-05-17,9.096428871154785,9.149286270141602,8.846785545349121,9.079285621643066,7.76295280456543,762834800,AAPL
2010-05-18,9.177857398986816,9.233928680419922,8.937856674194336,9.012857437133789,7.706155300140381,782678400,AAPL
2010-05-19,8.910714149475098,9.032856941223145,8.744643211364746,8.869285583496094,7.58339786529541,1025726800,AAPL
2010-05-20,8.638570785522461,8.708929061889648,8.436071395874023,8.491429328918457,7.260324478149414,1282915200,AAPL
2010-05-21,8.3149995803833,8.73214340209961,8.262499809265137,8.65428638458252,7.399571895599365,1223891200,AAPL
2010-05-24,8.831428527832031,8.960714340209961,8.795000076293945,8.812856674194336,7.535151481628418,754238800,AAPL
2010-05-25,8.548213958740234,8.812856674194336,8.470000267028809,8.757857322692871,7.488125801086426,1048006400,AAPL
2010-05-26,8.931428909301758,9.004643440246582,8.70535659790039,8.71821403503418,7.454231262207031,850654000,AAPL
2010-05-27,8.949999809265137,9.067500114440918,8.896785736083984,9.048213958740234,7.736386775970459,666282400,AAPL
2010-05-28,9.26392936706543,9.264286041259766,9.048213958740234,9.174285888671875,7.844178676605225,815614800,AAPL
2010-06-01,9.274642944335938,9.497857093811035,9.248571395874023,9.315357208251953,7.964798927307129,876472800,AAPL
2010-06-02,9.447856903076172,9.45714282989502,9.297499656677246,9.426786422729492,8.06007194519043,688548000,AAPL
2010-06-03,9.47071361541748,9.483928680419922,9.3003568649292,9.397143363952637,8.034724235534668,650106800,AAPL
2010-06-04,9.221785545349121,9.353570938110352,9.093929290771484,9.14142894744873,7.8160881996154785,758304400,AAPL
2010-06-07,9.224642753601074,9.255356788635254,8.948213577270508,8.962142944335938,7.662791728973389,886942000,AAPL
2010-06-08,9.044285774230957,9.064286231994629,8.773214340209961,8.904643058776855,7.613626956939697,1000770400,AAPL
2010-06-09,8.981071472167969,8.996429443359375,8.660357475280762,8.685713768005371,7.426442623138428,854630000,AAPL
2010-06-10,8.744285583496094,8.963570594787598,8.649999618530273,8.946785926818848,7.649661540985107,776356000,AAPL
2010-06-11,8.865357398986816,9.066429138183594,8.834643363952637,9.053929328918457,7.74127197265625,545759200,AAPL
